
TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CHARACTER_OCTET_LENGTH,NUMERIC_PRECISION,NUMERIC_PRECISION_RADIX,NUMERIC_SCALE,DATETIME_PRECISION,INTERVAL_TYPE,INTERVAL_PRECISION,CHARACTER_SET_CATALOG,CHARACTER_SET_SCHEMA,CHARACTER_SET_NAME,COLLATION_CATALOG,COLLATION_SCHEMA,COLLATION_NAME,DOMAIN_CATALOG,DOMAIN_SCHEMA,DOMAIN_NAME,UDT_CATALOG,UDT_SCHEMA,UDT_NAME,SCOPE_CATALOG,SCOPE_SCHEMA,SCOPE_NAME,MAXIMUM_CARDINALITY,DTD_IDENTIFIER,IS_SELF_REFERENCING,IS_IDENTITY,IDENTITY_GENERATION,IDENTITY_START,IDENTITY_INCREMENT,IDENTITY_MAXIMUM,IDENTITY_MINIMUM,IDENTITY_CYCLE,COMMENT
DEV_SOURCE,PCMP,POLICY_CONTROL_ELEMENT,CTL_ELEM_AUDT_RSN_TYP_CD,7,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_CONTROL_ELEMENT,CTL_ELEM_SUB_TYP_ID,8,,YES,NUMBER,,,31,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_CONTROL_ELEMENT,CTL_ELEM_TYP_CD,9,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_CONTROL_ELEMENT,MNL_PAY_PLN_OVRRD_IND,10,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_CONTROL_ELEMENT,PLCY_CTL_ELEM_EFF_DT,11,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_CONTROL_ELEMENT,PLCY_CTL_ELEM_END_DT,12,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_CONTROL_ELEMENT,PLCY_CTL_ELEM_EXTRNL_DT,13,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_CONTROL_ELEMENT,PLCY_CTL_ELEM_EXTRNL_STS,14,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_CONTROL_ELEMENT,PLCY_CTL_ELEM_ID,15,,YES,NUMBER,,,31,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_CONTROL_ELEMENT,PLCY_CTL_ELEM_NOTE_IND,16,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_CONTROL_ELEMENT,PLCY_CTL_ELEM_OVRRD_RN_DEP_AMT,17,,YES,NUMBER,,,15,10,2,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_CONTROL_ELEMENT,PLCY_CTL_ELEM_OVRRD_RN_DEP_PCT,18,,YES,NUMBER,,,5,10,2,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_CONTROL_ELEMENT,PLCY_CTL_ELEM_RN_IND,19,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_CONTROL_ELEMENT,PLCY_PRD_ID,20,,YES,NUMBER,,,31,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_CONTROL_ELEMENT,VOID_IND,21,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,AGRE_ID,1,,YES,NUMBER,,,31,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,AUDIT_USER_CREA_DTM,2,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,AUDIT_USER_ID_CREA,3,,YES,NUMBER,,,31,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,AUDIT_USER_ID_UPDT,4,,YES,NUMBER,,,31,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,AUDIT_USER_UPDT_DTM,5,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,BWC_DW_EXTRACT_TS,6,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,BWC_DW_LOAD_KEY,7,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,INVC_DD_TYP_CD,8,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,LDD_ID,9,,YES,NUMBER,,,31,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,PLCY_NO,10,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,PLCY_NRN_RSN_TYP_CD,11,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,PLCY_PRD_CONT_COV_IND,12,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,PLCY_PRD_DESC_OF_OPER,13,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,PLCY_PRD_DO_NOT_CALC_PREM_IND,14,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,PLCY_PRD_DO_NOT_RN_IND,15,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,PLCY_PRD_EFF_DT,16,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,PLCY_PRD_END_DT,17,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,PLCY_PRD_EXTRNL_PLCY_NO,18,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,PLCY_PRD_ID,19,,YES,NUMBER,,,31,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,PLCY_PRD_KEY_ACCT_IND,20,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,PLCY_PRD_NRN_DT,21,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,PLCY_PRD_ORIG_END_DT,22,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,PLCY_PRD_PRO_RT_IND,23,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,PLCY_PRD_RECALC_A_PREM_IND,24,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,PLCY_PRD_RECALC_E_PREM_IND,25,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,PLCY_PRD_RECALC_PFT_IND,26,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,PLCY_PRD_RECALC_R_PREM_IND,27,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,PLCY_PRD_RN_TO_PLCY_IND,28,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,PLCY_PRD_RTSP_DFR_RVS_CALC_IND,29,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,PLCY_PRD_RTSP_MNL_IND,30,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,PLCY_PRD_RTSP_PLMNRY_CALC_IND,31,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,PLCY_PRD_RTSP_PLMNRY_VAL_DT,32,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,SHR_TRM_RSN_TYP_CD,33,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD,VOID_IND,34,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD_PARTICIPATION,AUDIT_USER_CREA_DTM,1,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD_PARTICIPATION,AUDIT_USER_ID_CREA,2,,YES,NUMBER,,,31,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD_PARTICIPATION,AUDIT_USER_ID_UPDT,3,,YES,NUMBER,,,31,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD_PARTICIPATION,AUDIT_USER_UPDT_DTM,4,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD_PARTICIPATION,BWC_DW_EXTRACT_TS,5,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD_PARTICIPATION,BWC_DW_LOAD_KEY,6,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD_PARTICIPATION,PLCY_PRD_ID,7,,YES,NUMBER,,,31,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD_PARTICIPATION,PLCY_PRD_PTCP_EFF_DT,8,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD_PARTICIPATION,PLCY_PRD_PTCP_END_DT,9,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD_PARTICIPATION,PLCY_PRD_PTCP_RN_IND,10,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD_PARTICIPATION,PTCP_ID,11,,YES,NUMBER,,,31,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD_PARTICIPATION,VOID_IND,12,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD_PTCP_INS,BWC_DW_EXTRACT_TS,1,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD_PTCP_INS,BWC_DW_LOAD_KEY,2,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD_PTCP_INS,EXTRNL_NO,3,,YES,NUMBER,,,3,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD_PTCP_INS,PLCY_PRD_PTCP_INS_CNTC_COMT,4,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD_PTCP_INS,PLCY_PRD_PTCP_INS_PRI_IND,5,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,POLICY_PERIOD_PTCP_INS,PTCP_ID,6,,YES,NUMBER,,,31,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
