
TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CHARACTER_OCTET_LENGTH,NUMERIC_PRECISION,NUMERIC_PRECISION_RADIX,NUMERIC_SCALE,DATETIME_PRECISION,INTERVAL_TYPE,INTERVAL_PRECISION,CHARACTER_SET_CATALOG,CHARACTER_SET_SCHEMA,CHARACTER_SET_NAME,COLLATION_CATALOG,COLLATION_SCHEMA,COLLATION_NAME,DOMAIN_CATALOG,DOMAIN_SCHEMA,DOMAIN_NAME,UDT_CATALOG,UDT_SCHEMA,UDT_NAME,SCOPE_CATALOG,SCOPE_SCHEMA,SCOPE_NAME,MAXIMUM_CARDINALITY,DTD_IDENTIFIER,IS_SELF_REFERENCING,IS_IDENTITY,IDENTITY_GENERATION,IDENTITY_START,IDENTITY_INCREMENT,IDENTITY_MAXIMUM,IDENTITY_MINIMUM,IDENTITY_CYCLE,COMMENT
DEV_SOURCE,DW_REPORT,DW_CLAIM_POLICY_HISTORY,BUSN_SEQ_NO,1,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,DW_REPORT,DW_CLAIM_POLICY_HISTORY,BWC_DW_EXTRACT_TS,2,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,DW_REPORT,DW_CLAIM_POLICY_HISTORY,BWC_DW_LOAD_KEY,3,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,DW_REPORT,DW_CLAIM_POLICY_HISTORY,CLM_AGRE_ID,4,,YES,NUMBER,,,31,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,DW_REPORT,DW_CLAIM_POLICY_HISTORY,CLM_NO,5,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,DW_REPORT,DW_CLAIM_POLICY_HISTORY,CLM_OCCR_DATE,6,,YES,DATE,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,DW_REPORT,DW_CLAIM_POLICY_HISTORY,CLM_OCCR_DTM,7,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,DW_REPORT,DW_CLAIM_POLICY_HISTORY,CLM_PLCY_RLTNS_EFF_DATE,8,,YES,DATE,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,DW_REPORT,DW_CLAIM_POLICY_HISTORY,CLM_PLCY_RLTNS_EFF_DT,9,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,DW_REPORT,DW_CLAIM_POLICY_HISTORY,CLM_PLCY_RLTNS_END_DATE,10,,YES,DATE,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,DW_REPORT,DW_CLAIM_POLICY_HISTORY,CLM_PLCY_RLTNS_END_DT,11,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,DW_REPORT,DW_CLAIM_POLICY_HISTORY,CLM_PTCP_EFF_DATE,12,,YES,DATE,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,DW_REPORT,DW_CLAIM_POLICY_HISTORY,CLM_PTCP_EFF_DT,13,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,DW_REPORT,DW_CLAIM_POLICY_HISTORY,CRNT_PLCY_IND,14,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,DW_REPORT,DW_CLAIM_POLICY_HISTORY,CTL_ELEM_SUB_TYP_CD,15,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,DW_REPORT,DW_CLAIM_POLICY_HISTORY,CTL_ELEM_SUB_TYP_NM,16,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,DW_REPORT,DW_CLAIM_POLICY_HISTORY,CTL_ELEM_TYP_CD,17,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,DW_REPORT,DW_CLAIM_POLICY_HISTORY,DW_CREATE_DTTM,18,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,DW_REPORT,DW_CLAIM_POLICY_HISTORY,DW_UPDATE_DTTM,19,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,DW_REPORT,DW_CLAIM_POLICY_HISTORY,INS_PARTICIPANT,20,,YES,NUMBER,,,31,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,DW_REPORT,DW_CLAIM_POLICY_HISTORY,PLCY_AGRE_ID,21,,YES,NUMBER,,,31,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,DW_REPORT,DW_CLAIM_POLICY_HISTORY,PLCY_NO,22,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,AGREEMENT,AGRE_BTCH_JOB_FAIL_IND,1,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,AGREEMENT,AGRE_ID,2,,YES,NUMBER,,,31,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,AGREEMENT,AGRE_TYP_CD,3,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,AGREEMENT,BWC_DW_EXTRACT_TS,4,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,AGREEMENT,BWC_DW_LOAD_KEY,5,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,ACT_IN_EFF_TYP_CD,1,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,AGRE_ID,2,,YES,NUMBER,,,31,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,AUDIT_USER_CREA_DTM,3,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,AUDIT_USER_ID_CREA,4,,YES,NUMBER,,,31,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,AUDIT_USER_ID_UPDT,5,,YES,NUMBER,,,31,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,AUDIT_USER_UPDT_DTM,6,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,BWC_DW_EXTRACT_TS,7,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,BWC_DW_LOAD_KEY,8,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CAUS_OF_LOSS_CTG_TYP_CD,9,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CAUS_OF_LOSS_TYP_CD,10,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_ADMN_NTF_DT,11,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_ADMN_NTF_TIME_LOSS_DT,12,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_ALCH_INVD_IND,13,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_ANTCPT_SRGY_DT,14,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_ANTCPT_SRGY_IND,15,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_BILL_ERLST_DT,16,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_BILL_LTST_DT,17,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_CLMT_FATL_IND,18,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_CLMT_HIRE_DT,19,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_CLMT_HIRE_STT_ID,20,,YES,NUMBER,,,31,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_CLMT_JOB_TTL,21,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_CLMT_LST_WK_DT,22,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_CLMT_NTF_DT,23,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_CLMT_SHFT_BGN_TIME,24,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_CNTC_EMAIL,25,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_CNTC_NM,26,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_CNTC_PHN,27,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_COV_TYP_CD,28,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_CTRPH_INJR_CMT,29,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_CTRPH_INJR_IND,30,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_DISAB_BGN_DT,31,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_DO_NOT_CLOS_IND,32,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_DO_NOT_REFR_TO_RHBL_IND,33,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_DRUG_INVD_IND,34,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_EMPLR_NTF_DT,35,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_EMPLR_NTF_TIME_LOSS_DT,36,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_EMPL_STS_TYP_CD,37,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_FST_DCSN_DT,38,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_FST_RPT_DISAB_DT,39,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_FULL_WGS_PD_IND,40,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_GRP_TYP_CD,41,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_INDM_PAY_DD_NOT_PD,42,,YES,NUMBER,,,5,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_INVSTG_TYP_CD,43,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_LOSS_DESC,44,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_LOSS_TYP_CD,45,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_MULTI_OCCR_IND,46,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_NO,47,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_NOTE_IND,48,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_NO_DRV_UPCS,49,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_OCCR_DTM,50,,YES,TIMESTAMP_NTZ,,,,,,9,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_OCCR_DTM_VRFY_IND,51,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_OCCR_LOC_CITY_NM,52,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_OCCR_LOC_CITY_UPCS_SRCH_NM,53,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_OCCR_LOC_CNTY_NM,54,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
DEV_SOURCE,PCMP,CLAIM,CLM_OCCR_LOC_CNTY_UPCS_SRCH_NM,55,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,
